page_a,page_b,verdict,evidence,confidence
K1:XM71MYX0IQ,,merge,R0 already-merged: corpus merge map records K1:L82J8IP845 -> K1:XM71MYX0IQ; the two names denote one live page (Rusfertide),high
K1:XQG9Q75WDN,K2:GTZAZEAHZZCTRB-UHFFFAOYSA-N,separate,R8s the two held structures settle it: different skeletons NHFUMKJMFWEFCZ vs GTZAZEAHZZCTRB; a name rule does not overrule a structure comparison,high
K1:XUH21YGS7O,,merge,R0 already-merged: corpus merge map records K1:CR8LH47UDV -> K1:XUH21YGS7O; the two names denote one live page (HEPCIDIN),high
K1:Y72TWM6CAA,,merge,R0 already-merged: corpus merge map records K1:6LG8QHG78H -> K1:Y72TWM6CAA; the two names denote one live page (Zodasiran),high
K1:YA87U85J0D,K4:embelia ribes,separate,R9c Embelia Ribes Whole and Embelia Ribes are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:YBM8W799TH,K1:32526637PN,separate,"R6d GSRS names 2,4,5-TRICHLOROPHENOL as the parent substance of 3,3'-DIETHYLTHIACARBOCYANINE, yet nothing in the names or structures makes one a salt or solvate of the other; the link runs through a coformer",medium
K1:YPX537PA31,K4:chrysanthellum indicum,separate,R9c Chrysanthellum Indicum Whole and Chrysanthellum Indicum are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:Z87O6SM01N,,merge,R0 already-merged: corpus merge map records K1:XCC829VFT7 -> K1:Z87O6SM01N; the two names denote one live page (Bepirovirsen),high
K1:ZLT174DL7U,K2:RYEFFICCPKWYML-XZJHJRNISA-N,merge,R1 identical UNII ZLT174DL7U; one page holds no structure of its own; §2 keys biologics and name-only records on UNII alone,high
K1:ZX5Z2LW23O,K4:eleutherococcus senticosus,separate,R9c Eleutherococcus Senticosus Whole and Eleutherococcus Senticosus are different registered preparations of one organism (whole); §2 K4 merges only on exact name-family equality and these two families are not equal,medium
K1:ZZK8X1CR0R,K2:RHRWRRHWGAOQBC-NHQGMKOOSA-N,separate,R8s the two held structures settle it: different skeletons CRJGESKKUOMBCT vs RHRWRRHWGAOQBC; a name rule does not overrule a structure comparison,high
K2:FNWVPWJMPKZALM-UHFFFAOYSA-B,,separate,"R0b distinct substances sharing the normalised name 'potassium': POTASSIUM SODIUM HYDROGEN CITRATE ANHYDROUS (FNWVPWJMPKZALM-UHFFFAOYSA-B) against POTASSIUM CITRATE, POTASSIUM CITRATE ANHYDROUS, POTASSIUM GLUCONATE, POTASSIUM SALICYLATE; disambiguate on the display name, do not merge",high
K2:FYQZGCBXYVWXSP-LCHZDSEPSA-N,K2:INENPLBOLCGOAH-RFNBFDFKSA-N,merge,"R1 identical UNII PP082U6W1L, but the two held structures disagree (different skeletons FYQZGCBXYVWXSP vs INENPLBOLCGOAH); the registry identifier is the stronger evidence and the structure conflict needs a data fix",medium
K2:GCIBXLKDWKQSNJ-SECBINFHSA-N,,separate,"R0b distinct substances sharing the normalised name 'linalool': (-)-LINALOOL (GCIBXLKDWKQSNJ-SECBINFHSA-N) against LINALOOL, Linalool; disambiguate on the display name, do not merge",high
K3:CHEMBL2108492,K3:CHEMBL2108493,merge,"R7y identical name 'Insulin zinc suspension (crystalline)' and no structure on either page; UNIIs none / none, substance classes [] / []",low
